trddy,600000.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600436.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600900.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601633.SH,601668.SH,601688.SH,601728.SH,601857.SH,601888.SH,601899.SH,601919.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
2021/3/1,10.58,4.57,25.62,44.25,50.39,16.08,4.48,21.22,46.22,100.31,130.14,302.12,47.5,2158,22.36,90.36,53.14,37.68,29.63,104.3,310.52,12.02,43.8,62.85,19.67,109.41,35.45,17.82,13.85,24.91,16.56,3.25,84.84,51.86,5.34,43.56,33.06,31.83,5.06,17.07,,4.37,324.56,12.32,12.92,58.2,148.66,172.48,290.47,202.8
2021/3/2,10.47,4.38,25.16,43.5,49.55,16.02,4.38,20.89,45.01,98.35,122.42,292,46.84,2058,22.41,90.68,53.44,35.56,29.55,103.29,308.82,11.94,43,66.08,19.75,109.99,35.92,17.98,13.58,24.87,16.37,3.21,83.23,51.7,5.29,44,33.1,31.36,4.99,16.97,,4.27,316.1,11.75,11.63,56.92,142,169.63,295,204.66
2021/3/3,10.92,4.46,25.37,43.25,52.77,16.08,4.44,21.17,44.73,101.35,125.85,298.5,43.1,2140,22.49,92.35,54.28,35.8,29.44,107.14,316.52,12.13,43.67,65.85,20.03,108,36.46,18.36,13.9,25.97,16.6,3.28,86.75,54.98,5.45,45.31,34.03,31.87,5.02,17.24,,4.31,324.5,12.32,11.6,57.64,145.71,171.16,297.02,199
2021/3/4,10.88,4.45,24.81,40.99,52.4,15.62,4.41,20.72,42.7,100.5,114.32,282.7,38.79,2033,22.28,87.97,53.28,33.83,28.29,104.9,301.72,11.97,41.5,64.78,20.27,98.1,36.26,18.1,13.63,25.3,16.36,3.3,86.3,55.47,5.45,45.13,34.14,30.41,5.03,16.93,,4.33,309.63,11.45,10.8,54.4,138.48,164.5,275.98,194.01
2021/3/5,10.86,4.5,25.05,41.11,51.4,15.33,4.43,20.84,42.55,100.3,109.79,281.53,37.24,2060.11,22.16,89.06,51.21,33.11,28.14,106.15,310.78,12.12,41.46,59.27,20.2,99.44,37.32,18.18,13.75,24.8,16.47,3.35,84.5,53.33,5.57,43.08,33.33,31.5,5.03,17.26,,4.42,305.88,11,10.65,55.12,135.58,166.5,264.9,194.78
2021/3/8,10.75,4.56,24.54,39.71,49.93,15.18,4.5,20.45,40.3,92.12,107.89,256.06,33.78,1960,22.16,84.54,51.1,33.1,28,104.75,279.7,11.96,39.8,53.34,20.2,89.5,35.92,18.01,13.7,23.77,16.34,3.36,84.95,52.97,5.53,42.93,32.94,28.77,4.99,17.16,,4.51,278.99,10.67,9.62,51.28,125.11,158.55,257.8,181
2021/3/9,10.73,4.52,23.75,36.89,48.5,15.06,4.4,20.46,39.69,91.78,104.02,241.77,32.4,1936.99,21.54,85.3,50.52,34.47,28.14,101.99,257.9,11.83,37.95,48.25,20.25,84,34.1,18.12,13.9,23.21,16.08,3.33,84.05,52.51,5.46,42.16,32.97,29.45,5.01,16.98,,4.47,282.29,10.71,10.27,47.99,126.21,153.67,247.98,173.42
2021/3/10,10.72,4.42,23.69,37.85,49.25,14.9,4.38,19.98,38.8,93.4,108.93,256.76,33.08,1970.01,21.29,84.77,51.01,33.97,28.97,100,283.69,11.72,38.42,48.48,19.9,85,32.89,17.97,13.73,22.89,16.02,3.36,83.28,50.99,5.4,41.4,31.6,30.73,4.95,16.89,,4.39,299.62,10.49,10.1,48.04,133.99,154.3,251.39,171.06
2021/3/11,10.9,4.48,24.03,38.15,51.97,15,4.42,20.07,39.47,93.48,110.75,269.33,34.58,2048,22.16,85.83,53.18,34.05,29.37,101.66,300.99,11.81,39.3,49.35,20.2,88.99,33.21,18.28,13.67,23.79,16.17,3.38,86.36,52.02,5.48,42.1,32.16,30.88,4.99,17.06,,4.44,301.78,11.54,11.05,49.15,139.5,157.6,260.13,173.74
2021/3/12,10.9,4.48,23.78,37.77,53.32,15.18,4.48,20.34,39.79,92.19,116.33,268.15,33.69,2026,21.78,87.8,54.42,33.13,29.99,99.06,312.8,11.87,39.48,48.21,21.32,91.08,32.88,18.57,13.53,23.92,16.21,3.38,85.55,51.39,5.44,41.67,32.05,30.6,5.12,17.01,,4.45,309.41,11.35,11.15,49.52,139.84,155.4,258.52,169
2021/3/15,11.12,4.61,23.26,35.88,53.11,14.98,4.54,20.08,39.94,89.59,113.28,258.2,31.1,1975.45,21.91,87.7,53.85,32.21,28.97,94,285.66,11.77,38.28,47.16,20.94,81.97,31.66,19.2,13.32,24.09,16.13,3.42,85.11,51.63,5.55,41.5,31.81,29.55,5.18,16.78,,4.51,297.8,11.25,10.91,47.1,129.21,149.3,243.1,153.37
2021/3/16,11.11,4.55,23.4,35.2,54.32,15.58,4.57,20.31,39.83,89.19,117.19,262.38,31.19,2010.5,22.01,85.73,54,32.9,29.49,96.86,302.03,11.83,39.02,46.48,20.91,81.6,31.63,19.04,13.47,24.61,16.22,3.41,85.4,52.04,5.6,43.12,32.6,29.81,5.19,16.76,,4.47,296.57,11.11,11.41,47.62,130.5,151.95,248.06,155.52
2021/3/17,10.92,4.46,23.64,36.33,53.4,15.32,4.5,20.52,39.89,88.62,118,268.86,31.76,2030.36,22.05,89.5,53.07,32.98,30.4,103.05,306.85,11.81,39.59,47.31,20.42,82.66,31.75,18.97,13.55,23.98,16.19,3.4,82.54,49.9,5.53,41.58,31.98,29.9,5.16,16.78,,4.44,308.07,11.09,12.55,47.8,130.3,152.87,258.2,168.88
2021/3/18,11.03,4.44,23.55,37,54.24,15.25,4.49,20.42,40.18,89.21,118.18,273.18,32.6,2069.7,22.27,89,52.95,33.4,30.57,100,322.11,11.83,40.15,48.1,20.43,82.85,32.08,18.92,13.52,23.86,16.19,3.39,81.42,49.78,5.48,40.43,32.15,30.18,5.16,16.84,,4.41,312.7,11.18,12.96,48.95,133.98,157.27,258.61,166.8
2021/3/19,10.65,4.26,23.98,36.03,51.76,14.66,4.37,20.04,39.65,88.05,115.24,263.91,30.83,2010,22.15,85.01,51.56,32.42,29.67,97.79,313,11.71,38.96,48.62,20.47,78.96,31.63,18.7,13.5,23.22,16.11,3.34,79.64,49.03,5.36,38.55,31.08,28.8,5.05,16.65,,4.32,306.56,10.83,12.57,48.7,126.31,152.05,258.43,170
2021/3/22,10.75,4.29,24.15,36.81,53.78,14.68,4.39,20.51,39.91,88.11,110.3,263.1,31.42,1989.99,22.01,87.39,51.98,34.1,29.97,97.33,315.8,11.86,39.25,47.93,21.21,80.05,32.13,18.71,13.55,23.63,16.29,3.39,79.82,49.11,5.42,37.94,31.56,29.39,5.21,16.99,,4.36,311.65,10.66,13.01,50.46,124.3,151.66,255.55,169.52
2021/3/23,10.78,4.26,24.06,35.78,53.48,14.51,4.3,20.35,39.97,87.65,108,263,31.02,1996,21.85,84.39,51.68,33.93,29.6,99.5,314.91,11.9,38.96,47.38,20.97,78.57,32.58,18.13,13.65,23.36,16.37,3.39,80.05,49.14,5.4,38.2,31.94,28.36,5.15,17.18,,4.32,300.02,10.13,12.18,50.67,123.31,148.5,253.56,168.2
2021/3/24,10.68,4.22,24.04,33.99,52.2,14.32,4.23,20.18,37.66,86.52,101.36,263.31,30.12,1989,21.8,82.78,50.73,33.82,29.2,98.21,318,11.92,39.1,44.55,20.78,76.79,32.62,17.78,13.86,22.56,16.38,3.4,79.01,48.11,5.41,37.16,31.77,27.76,5.15,17.14,,4.27,295.04,9.36,10.96,52.36,123.32,146.51,245.7,166.96
2021/3/25,10.63,4.23,23.9,34,51.01,14.34,4.23,19.95,38.68,87.23,103.88,265.42,30.66,1971,21.69,82.76,50.9,34.32,28.9,96.5,318.8,11.09,39.24,45.39,21.06,77,32.23,18.1,13.82,22.71,16.34,3.34,79.2,48.75,5.36,37.5,31.41,28.14,5.17,17.16,,4.28,299,9.56,11.33,51.05,129.86,147.91,254.07,169.74
2021/3/26,10.62,4.24,23.98,35.68,51.6,14.35,4.25,20.1,39.16,91.22,108.23,281.62,32.03,2013,21.74,84.55,51.33,35.2,29.68,99.17,335.56,11.09,40.38,46.76,20.83,80.42,32.24,18.13,14.04,23.23,16.4,3.33,80.01,49.85,5.35,38.51,32.2,30.95,5.14,17.18,,4.29,313.43,9.91,12.28,50.92,136.16,150.45,257.91,170.93
2021/3/29,10.48,4.29,24.26,35.86,50.94,14.36,4.24,19.88,39.12,90.53,111.19,287.98,31.33,2034.1,21.59,82.3,51.68,34.93,30.29,98.4,342.39,11.15,40.4,47.75,21.26,80.2,32.37,19.94,13.65,23.19,16.46,3.38,79.13,49.62,5.46,38.68,32.11,29.14,5.16,17.24,,4.3,315.85,9.93,11.86,50.99,136.66,152.06,262.8,172.35
2021/3/30,11.01,4.32,24.26,37.03,51.56,14.39,4.23,19.79,39.21,93.6,111.25,285.16,33.08,2056.05,21.39,83.32,51.6,36.4,29.99,99.53,342.35,11.09,40.26,50.65,21.44,87.62,32.44,20.39,14.36,23.22,16.38,3.38,79.37,48.88,5.48,38.36,32.06,29.69,5.11,17.28,,4.3,317.88,9.93,12.29,51.07,143.37,157.58,259.17,169.11
2021/3/31,10.99,4.33,23.89,34.15,51.1,14.23,4.27,19.67,39.79,92.09,105.6,286.96,32.74,2009,21.31,84,51.22,35.71,31.18,98,332.8,11.07,40.03,45.59,21.44,88,31.81,20.1,14.37,24.09,16.24,3.4,78.7,48.55,5.54,37.84,31.82,30.13,5.19,16.96,,4.3,306.08,9.62,13.52,49,140.2,159.8,256.72,170.88
2021/4/1,10.89,4.3,24.16,34.9,51.05,14.15,4.28,19.8,40.15,93.85,107.76,294.36,33.11,2044.5,21.37,84.6,51.42,35.48,32.36,99.42,342.88,11.11,40.3,45.14,21.63,89.62,32.15,19.88,14.42,24.07,16.39,3.38,79.2,48.88,5.5,38.35,32.2,32.43,5.22,17.04,,4.28,321.95,9.74,14.08,49.45,144.52,165.42,273.3,175.03
2021/4/2,10.76,4.32,24.13,35.27,50.95,14.2,4.28,19.9,40.71,92.68,111.5,309,33.5,2162,21.43,84.78,51.33,35.21,32.13,104.65,368.29,11.05,40.5,45.79,21.12,88.89,32.19,19.78,14.15,23.38,16.34,3.35,78.88,48.6,5.42,38.05,32.27,34.38,5.2,16.96,,4.28,333.5,10.13,14.1,51.13,146.88,170.4,286.91,182.51
2021/4/6,10.7,4.29,24.15,34.9,50.99,14.2,4.26,20.07,40.45,90.9,107.24,305.21,34.13,2126.03,21.22,86,51.1,36.42,31.85,102.85,368.1,11.09,40.78,46.2,20.95,93.19,32.8,19.5,14.16,23.7,16.46,3.34,79.03,48.71,5.42,37.53,32.24,34.42,5.17,16.96,,4.25,317.2,10.15,14.68,51.3,141.34,167.33,286.1,180.05
2021/4/7,10.65,4.36,24.05,34.94,50.43,14.27,4.26,20.11,40.21,90.68,106.93,328.35,33,2061,21.29,84.35,51.63,35.96,32.2,100.59,346.05,11.1,39.54,45.6,21.13,89.12,32.31,19.52,14.38,23.3,16.49,3.35,78.45,48.02,5.45,35.72,31.77,33,5.2,16.92,,4.27,311.9,10.24,16.15,50.74,141.65,170.23,294.2,182.22
2021/4/8,10.66,4.36,23.99,34.38,50.5,14.15,4.23,20.33,42.05,92.44,109.12,331.99,32.78,2070,21.43,84.2,51.18,35.99,32.37,99.95,365,11.09,40.97,45.45,20.86,87.71,32.15,19.52,14.36,23.28,16.43,3.34,78.63,48.13,5.44,36.33,31.99,32.46,5.14,16.87,,4.26,312.28,10.53,16,51.43,146.2,175.4,297.47,182.2
2021/4/9,10.59,4.39,23.6,33.4,50.25,13.99,4.19,20.03,40.77,91.2,106.9,325.07,32.19,2020,21.35,82.84,50.66,36.28,32.02,97.4,348,11.07,39.8,44.08,20.85,83.77,31.36,19.51,14.06,23.24,16.32,3.36,77.16,47.24,5.42,35.56,31.25,31.62,5.14,16.79,,4.27,301.6,10.29,16.64,50.11,139.59,171.79,293.12,182
2021/4/12,10.73,4.39,23.3,31.21,50.46,14.28,4.17,20.03,41.46,89.53,100.07,308.3,31.08,2008.89,21.02,81.78,50.22,34.66,31.71,96.55,350.7,10.94,39.31,41.78,21.19,81.49,29.65,19.6,14.06,22.82,16.17,3.4,77.16,46.65,5.48,34.85,31.15,30.39,5.21,16.64,,4.28,295.39,9.68,15.26,47.96,132.72,168.85,289.74,183.9
2021/4/13,10.76,4.33,23.37,31.32,50.32,14.33,4.14,19.84,41.29,88.98,104.43,311.24,30.96,2021,19.83,81.08,50.01,35.18,31.28,96.75,346,10.82,39.8,41.5,21.02,81.6,29.87,19.32,14.49,22.58,16.06,3.39,76.56,46.72,5.51,34.58,30.67,30.58,5.18,16.61,,4.25,265.85,9.7,14.51,48.11,134.5,170.6,287.7,180.3
2021/4/14,10.59,4.35,23.58,31.53,49.7,14.34,4.15,19.95,40.91,85.52,105.31,314.5,31.9,2047,19.99,82.2,50.34,36.15,31.8,96.88,353.02,10.93,39.68,42.37,20.76,82.13,30.38,19.53,14.5,21.69,16.11,3.35,77.15,46.6,5.45,34.75,30.65,31.76,5.2,16.77,,4.25,288.2,9.93,14.52,48.48,135.5,169.63,282.85,182.71
2021/4/15,10.43,4.37,23.38,31.64,49.44,14.33,4.14,19.78,40.61,82.18,104.52,311.8,32.28,2015.6,19.86,82.68,49.95,36.4,31.49,96.05,351.99,10.79,38.81,42.06,20.32,86.78,30.09,19.77,14.38,20.85,15.93,3.35,75.81,45.51,5.45,34.06,29.95,31.02,5.19,16.7,,4.27,283.06,10.21,14.29,47.77,134.5,169.25,275.74,181.1
2021/4/16,10.54,4.45,23.67,31.84,49.74,14.49,4.2,20.48,42.93,80.62,103.55,309,31.67,2054.98,20.17,82.3,50.39,35.96,31.47,96.33,351,10.88,39.02,41.85,20.47,85.35,29.99,19.82,14.4,20.89,16.01,3.35,75.7,46.82,5.43,34.74,30.63,32.78,5.22,16.79,,4.31,285.85,10.23,15.02,48.07,134.65,167,279.79,174
2021/4/19,10.58,4.42,24.02,32.9,51.77,14.57,4.23,21.35,45.45,82.09,107.94,328.99,33.48,2088,20.36,86.48,50.78,36.72,31.99,98.54,354.52,11.1,40.1,43.05,20.51,89.61,30.7,19.85,14.71,21.03,16.25,3.35,76.18,47.41,5.44,34.76,31.02,36.02,5.25,17.06,,4.29,294.5,10.65,15.05,50.01,136,169.24,293.25,170.6
2021/4/20,10.5,4.4,23.77,32.33,51.99,14.12,4.21,20.56,44.48,80.31,112.02,329.35,34.01,2094.8,20.21,87.7,50.5,36.4,32.63,96.77,359.15,10.98,40,43.26,20.61,92.4,31.11,19.89,14.38,21.33,16.14,3.33,76,47,5.39,34.23,30.59,35.19,5.24,16.94,,4.27,292.99,10.74,14.77,51.3,140,167.96,292.01,171.8
2021/4/21,10.58,4.28,23.6,31.9,52.89,14.16,4.17,20.08,45.99,83.18,111.82,337,33.95,2080,20.24,86.52,50.2,35.99,32.9,95.78,382.24,10.9,39.67,42.68,20.6,92.44,30.81,19.69,14.42,22,16.08,3.33,75.62,47.3,5.37,33.81,30.78,35.54,5.17,16.83,,4.23,298.66,10.55,14.86,52.28,141.45,167.85,291.8,170.36
2021/4/22,10.43,4.26,23.48,31.67,52.61,14.21,4.23,20.1,46.26,82.2,109.6,333.66,34.19,2055.5,20.19,88.46,50.12,35.61,32.39,96.9,388,10.91,39.98,42.98,20.4,90.61,30.8,19.93,14.18,21.61,16.05,3.3,74.37,47.26,5.33,33.8,31.33,34,5.14,16.8,,4.17,296,10.6,15.64,51.79,140.59,163.6,295.2,170.7
2021/4/23,10.43,4.23,23.4,32.93,53.3,14.12,4.19,19.94,48.29,83,111.12,344.81,35.4,2108.94,20.1,88.3,50.05,35.73,32.47,96.56,390.49,10.84,40.51,42.56,20.38,91.99,29.98,19.55,14.18,21.87,15.98,3.26,74.26,47.15,5.29,33.59,32.11,33.72,5.09,16.71,,4.17,299.29,10.78,15.51,52.54,150.12,170.8,298.5,175.07
2021/4/26,10.3,4.21,23.05,31.85,52.07,14,4.2,19.83,49.48,81.52,108.75,328.05,34.49,2077.82,20.01,86.82,49.57,33.83,32.47,94.94,391.48,10.74,39.62,42.93,20.16,91.48,28.8,19.24,14.35,21.55,15.71,3.24,72.89,45.78,5.27,32.62,31.03,33.24,5.02,16.41,,4.17,298.44,11.15,16.12,49.64,147.18,162.01,291.26,184.05
2021/4/27,10.27,4.2,22.75,31.36,52.07,14.12,4.22,19.59,48.68,83.05,107.41,333.72,34.2,2094.44,19.66,90.29,48.88,34.86,32.5,85.45,406.28,10.69,39.73,41.26,20.12,91.88,29.07,19.1,14.42,21.74,15.58,3.23,73.27,46.36,5.24,33.3,32.32,33.27,4.98,15.96,,4.14,306.98,11.29,17.37,49.13,152.11,163.33,293.78,185.99
2021/4/28,10.25,4.24,22.88,31.52,51.76,14.13,4.26,19.43,53.55,82.86,108.48,344.58,34.39,2042,19.33,93.35,49.46,34.94,33.1,87.94,429.05,10.64,39.25,42.19,20.12,94.53,28.74,19.5,14.55,21.5,15.64,3.22,72.81,47.37,5.2,33.54,32.86,34.16,4.97,15.52,,4.17,310,11.09,17.25,49.23,156.33,161.5,298.96,195.77
2021/4/29,10.54,4.28,23.79,31.71,53.28,14.18,4.26,19.75,54.76,82.35,105.49,343.91,34.07,2026.36,19.72,94.57,49.74,33.85,32.98,86.54,416,11.07,42.08,41.95,20.13,94.1,29.04,19.63,14.7,22.21,17.03,3.23,73.82,48.35,5.22,33.78,33.62,34.17,5,16.03,,4.2,310.32,11.36,18.37,51.62,160,166,304.92,193.8
2021/4/30,10.05,4.28,23.85,30.88,52.7,14,4.25,20.06,60.24,84.1,102.74,339.31,35.23,2006.78,19.36,91.89,49.03,33.2,33.13,85.3,410.25,11.07,40.95,37.89,19.97,99.4,28.61,19.21,13.76,21.74,16.56,3.2,72.5,48.61,5.13,32.89,33.07,33.43,4.94,15.92,,4.25,311.99,11.03,18.28,49.93,158.75,169.5,302.51,193.23
2021/5/6,10.1,4.37,24,30.18,53.67,13.96,4.28,20.27,54.22,82.12,104.88,331,36.57,1959,19.64,90.03,49.38,32.7,32.95,82.95,406.36,11.1,39.65,39.37,19.89,100,27.79,19.79,13.67,22.26,16.65,3.21,70.53,48.18,5.12,32.97,32.73,33.03,4.97,15.85,,4.38,295.7,11.54,19.59,44.94,149.09,164.99,293.15,187.38
2021/5/7,10.03,4.4,23.44,30.31,54.18,13.91,4.31,19.94,54.65,79.99,106.62,330.61,36,1903,20.82,87,50.24,32.3,31,82,401.22,11.08,38.61,38.51,19.76,96.73,26.57,20.02,13.45,22.65,16.58,3.25,70.1,47.76,5.22,32.27,32.61,31.24,4.99,15.84,,4.44,288,11.92,19.95,42.64,143.09,159.09,264.26,177.95
2021/5/10,9.95,4.5,23.77,29.69,53.9,13.74,4.35,20.28,60.12,80.33,103.66,335.4,38.58,1879.03,22.24,85.5,50.11,32.52,30.79,80.4,396,10.99,37.53,37.8,19.67,97.6,26.55,20.97,13.52,22,16.49,3.24,70.03,48.29,5.25,32.7,32.24,31.7,5,15.79,,4.58,298.89,12.35,20.44,41.92,146.4,159.6,266.72,169.46
2021/5/11,10.05,4.45,23.87,29,53.84,13.8,4.32,20.1,63.14,83.71,104.12,340.09,38.41,1959,21.7,85.03,49.43,32.6,30.3,81.21,407.79,11.17,38.39,39.43,19.89,96.2,27.19,20.53,13.49,22.35,16.64,3.26,70.28,48.7,5.23,32.46,32.99,30.84,5.02,15.93,,4.56,299,11.58,18.62,42.54,149.98,168.05,270.95,166.05
2021/5/12,10.12,4.5,23.94,28.74,53.69,13.48,4.31,20.64,63.21,83.18,105.83,345,38.71,1984,21.27,85.3,49.3,32.34,29.76,83.02,424.5,11.14,38.36,39.66,19.77,96.58,27.2,20.89,13.52,22.54,16.62,3.27,69.93,47.94,5.26,32.42,32.84,31.83,5.03,15.93,,4.69,303,11.75,19.07,42.19,153.18,168.68,266.82,170.01
2021/5/13,10.09,4.43,23.63,27.65,53.2,13.44,4.29,20.13,66.51,81.73,99.75,348.19,37.59,1971.5,20.69,84.1,49,31.24,28.5,82.32,425.06,11.11,38.77,39.15,19.76,94.5,27.2,20.19,13.38,22.58,16.57,3.27,69.14,47.5,5.24,32.16,32.52,30.72,5,15.84,,4.69,295,11.08,19.01,41.99,154,170.6,264.8,167.4
2021/5/14,10.19,4.39,25.44,29.08,54.98,13.63,4.34,20.37,70.3,83.83,103.4,373.58,37.4,2009.85,20.81,87.29,49.83,31.85,28.8,83.8,434.66,11.63,39.27,41.9,19.65,95.8,29.92,19.96,13.48,22.97,17.52,3.29,71.18,50.91,5.28,33.92,35.45,30.74,5.02,16.59,,4.65,309.58,11.06,19.08,46.19,153.2,173.57,272,171.89
2021/5/17,10.21,4.42,24.89,29.87,55.65,13.67,4.33,20.58,69.71,85.38,108.97,377.58,39.63,2057.96,21.19,88.71,50.32,34.63,29.43,86.5,443.27,11.32,39.66,41.47,19.76,99.35,30.25,20.2,13.3,22.81,16.95,3.27,70.37,49.95,5.27,33.81,34.57,33.11,5,16.28,,4.66,319.39,11.45,20.99,48.58,161.43,136.45,274.84,174.1
2021/5/18,10.22,4.53,24.77,29.62,55.95,13.73,4.4,20.4,63.9,85.73,108.44,377.49,39.48,2059.31,21.47,89,49.89,34.05,29.85,85.11,445,11.36,39.18,43.84,19.79,99.67,30.19,20.47,13.35,22.57,16.94,3.25,70.9,51.67,5.26,34.2,34.96,32.49,4.99,16.31,,4.87,318.05,11.73,22.03,48.16,161.08,134.67,271.18,172.96
2021/5/19,10.12,4.43,24.78,29.68,54.8,13.49,4.4,20.67,65,85.05,108.4,372.47,40.79,2049,21.53,89.8,49.51,34.45,29,86.4,438.67,11.23,38.8,43.6,19.61,100.66,30.49,20.3,13.21,21.56,16.81,3.24,69.97,50.98,5.21,33.76,34.43,34.46,4.94,16.16,,4.8,326.52,11.42,21.87,48.81,158.6,132.96,277.18,175.2
2021/5/20,10.16,4.34,25.06,29.71,55.47,13.49,4.38,20.44,63.15,83.71,105.08,375.26,39.69,2058.88,21.29,92.07,49.38,35.4,29.71,86.21,452.7,11.29,39.92,43.18,19.43,98.68,30.7,19.61,13.22,21.61,16.9,3.25,70.72,51.09,5.23,34.45,35.21,34.37,4.95,16.27,,4.66,325.01,10.93,20.26,51.06,159.6,133,285,173.96
2021/5/21,10.09,4.36,24.61,28.89,54.11,13.26,4.37,20.19,63.5,82.17,103.5,369.7,39.3,2042.1,21.01,89.01,49.12,33.8,30.11,83.9,448,11.23,39,42.09,19.6,98.57,30.1,19.65,13.11,21.41,16.82,3.24,70.05,49.96,5.17,33.63,34.41,34.14,4.92,16.14,,4.69,318,10.82,22.29,51.16,163.41,131.59,284.07,121.8
2021/5/24,10.09,4.39,25.23,29.7,54.08,13.08,4.36,19.98,62.64,83.36,104.07,368.14,40.35,2071.29,21.12,91.85,49.01,35.26,30.08,83.57,447.22,11.38,39.11,42.35,19.38,96.26,30.87,19.58,12.55,21.65,17.19,3.24,69.94,50.22,5.19,33.73,34.83,33.95,4.86,16.33,,4.62,320.29,10.62,21.37,54.28,164.1,132.3,275.37,119.72
2021/5/25,10.32,4.43,26.23,29.8,57.55,13.47,4.4,20.23,64.3,86.25,109.19,381.5,39.98,2194.5,21.11,98.5,49.67,36.89,30.07,87.8,458.65,11.68,41.01,46.59,19.81,98,33.96,19.76,12.64,23.14,17.55,3.27,72.46,52.1,5.26,35.45,36.26,35.3,4.97,16.81,,4.72,339.28,10.93,21.2,59.71,169,138.75,295.15,130.35
2021/5/26,10.35,4.47,25.88,30.3,58.5,13.72,4.38,20.32,69.45,86.29,111.94,381.78,38.86,2220,21.85,97.17,49.68,36.6,31.17,86.14,449,11.64,41.05,48.7,19.42,95.96,34.45,19.83,12.56,23.48,17.4,3.28,72.38,51.79,5.26,35.45,36.59,37.03,4.97,16.78,,4.68,339.99,11.06,20.68,59.77,167.63,137.1,290.99,129.6
